age,gender,height,weight,attitude,prepare_hours,class_type,pass_rate,glasses,classhw,care,label
44,F,152,97,Serious,2,Physical,Low,0,Middle,No,bad
34,M,184,49,Free,6,Online,High,0,Middle,Yes,bad
63,F,155,72,Free,1,Online,High,0,Low,No,bad
57,F,161,62,Serious,3,Physical,High,0,Middle,Yes,good
50,M,142,44,Serious,0,Online,High,0,Low,No,bad
47,M,148,83,Free,4,Physical,Low,0,High,Yes,bad
64,M,179,98,Free,4,Online,High,0,Middle,Yes,bad
62,F,154,50,Serious,6,Physical,High,0,High,Yes,good
43,F,181,65,Serious,3,Physical,High,1,Middle,Yes,good
33,F,174,67,Serious,6,Physical,High,1,Middle,Yes,good
50,F,181,59,Serious,5,Physical,High,0,Middle,Yes,good
39,F,184,51,Serious,2,Physical,Low,1,Low,Yes,bad
56,F,163,80,Serious,6,Physical,High,0,Middle,Yes,good
44,F,172,73,Serious,4,Physical,High,1,Middle,Yes,good
32,F,162,62,Serious,5,Online,Low,0,Middle,No,bad
40,M,172,58,Free,1,Online,Low,0,Middle,Yes,bad
64,M,186,67,Serious,5,Physical,Low,1,Middle,Yes,bad
39,M,173,87,Serious,6,Physical,High,1,High,Yes,good
62,M,180,87,Serious,6,Physical,High,1,Low,Yes,good
57,F,189,93,Free,3,Online,Low,0,Low,No,bad
52,F,180,96,Serious,4,Physical,High,1,Middle,Yes,good
34,F,150,70,Free,3,Physical,Low,1,Middle,No,bad
47,F,181,69,Serious,6,Physical,High,0,High,Yes,good
46,M,186,58,Serious,4,Physical,High,0,Middle,Yes,good
35,F,140,41,Serious,6,Physical,High,0,High,Yes,good
26,M,150,73,Free,4,Online,Low,1,Middle,No,bad
49,M,150,82,Serious,6,Physical,High,1,Low,Yes,good
35,M,141,86,Serious,3,Online,Low,0,High,Yes,bad
28,M,177,87,Serious,6,Physical,High,0,Low,Yes,good
49,M,178,52,Serious,3,Physical,High,1,Middle,Yes,good
34,F,170,96,Serious,5,Physical,High,0,Middle,Yes,good
53,M,148,84,Free,4,Physical,High,1,High,Yes,bad
56,F,151,61,Serious,3,Physical,High,1,High,Yes,good
44,M,170,85,Serious,1,Online,High,1,High,Yes,bad
59,M,178,100,Free,4,Online,Low,0,Middle,Yes,bad
43,F,179,40,Serious,5,Physical,High,0,Middle,Yes,good
52,M,189,97,Serious,3,Online,Low,1,Middle,No,bad
27,M,172,72,Free,3,Physical,Low,1,Low,Yes,bad
26,M,186,79,Free,4,Online,High,0,Middle,No,bad
33,F,185,44,Serious,4,Physical,High,0,High,Yes,good
50,F,168,60,Free,5,Physical,Low,1,Low,Yes,bad
28,M,144,63,Serious,6,Physical,High,1,Middle,Yes,good
39,M,180,91,Serious,0,Physical,Low,1,High,No,bad
53,F,146,80,Free,3,Online,High,0,High,No,bad
48,M,176,84,Serious,4,Physical,High,1,High,Yes,good
35,M,181,97,Serious,6,Online,High,1,Low,Yes,bad
50,F,142,91,Free,6,Online,Low,1,High,Yes,bad
41,M,172,41,Serious,6,Physical,High,1,Low,Yes,good
57,F,145,60,Free,1,Online,Low,1,Middle,No,bad
63,F,184,49,Serious,4,Physical,High,0,Middle,Yes,good
39,F,165,82,Free,1,Online,High,0,Low,No,bad
56,F,181,74,Serious,0,Online,Low,1,Middle,Yes,bad
48,F,170,77,Free,5,Online,High,1,Low,Yes,bad
27,F,171,42,Serious,3,Physical,High,0,High,Yes,good
37,F,142,73,Serious,4,Physical,High,1,Middle,Yes,good
41,F,155,41,Serious,2,Online,High,0,High,No,bad
38,M,170,68,Free,0,Physical,Low,1,High,Yes,bad
52,F,160,83,Serious,3,Physical,High,1,High,Yes,good
42,M,162,58,Serious,3,Physical,High,0,High,Yes,good
59,F,171,95,Serious,3,Physical,High,1,High,Yes,good
39,M,180,82,Serious,3,Physical,High,0,Low,Yes,good
34,F,187,59,Serious,3,Physical,High,0,Low,Yes,good
31,M,173,66,Serious,2,Online,Low,0,Low,Yes,bad
54,M,157,83,Free,3,Physical,Low,1,Middle,No,bad
60,F,166,96,Serious,3,Online,Low,0,High,No,bad
60,M,183,64,Serious,5,Physical,High,0,Low,Yes,good
58,F,149,46,Free,1,Online,Low,0,High,Yes,bad
43,F,169,56,Free,1,Online,High,0,High,Yes,bad
43,F,158,92,Serious,5,Physical,High,1,High,Yes,good
59,F,180,100,Serious,3,Physical,Low,1,High,Yes,bad
62,F,176,57,Serious,5,Physical,High,0,High,Yes,good
60,M,177,62,Serious,6,Physical,High,0,Middle,Yes,good
40,F,185,86,Serious,3,Physical,High,1,Middle,Yes,good
43,F,143,85,Free,1,Online,High,1,Low,Yes,bad
32,M,179,100,Free,4,Physical,High,0,Low,No,bad
63,M,143,87,Serious,5,Physical,High,1,High,Yes,good
65,M,163,80,Free,6,Online,High,0,High,No,bad
48,F,174,97,Serious,5,Online,High,0,Middle,No,bad
35,M,145,51,Serious,5,Physical,High,1,Middle,No,bad
55,M,178,64,Serious,3,Physical,High,1,Middle,Yes,good
49,F,180,40,Serious,4,Physical,Low,0,Low,No,bad
59,M,157,90,Serious,5,Physical,High,0,Low,Yes,good
44,F,173,84,Serious,2,Physical,High,0,Low,Yes,bad
52,F,172,94,Serious,6,Physical,High,0,High,Yes,good
25,M,148,64,Serious,4,Physical,Low,0,High,No,bad
34,M,149,76,Serious,6,Physical,High,0,Middle,Yes,good
34,F,185,88,Free,5,Physical,High,0,High,No,bad
36,F,143,55,Serious,4,Physical,High,0,Middle,Yes,good
45,F,142,76,Free,0,Online,Low,0,High,No,bad
41,M,179,63,Serious,6,Physical,High,0,High,No,bad
37,F,166,74,Serious,3,Physical,High,0,Middle,Yes,good
64,F,140,45,Free,1,Online,High,1,Middle,Yes,bad
32,F,167,99,Free,2,Online,Low,1,Middle,Yes,bad
52,M,170,59,Serious,3,Physical,High,1,High,Yes,good
49,F,145,50,Serious,6,Physical,High,0,Low,Yes,good
65,F,149,65,Serious,2,Physical,High,0,Low,Yes,bad
55,M,152,55,Serious,6,Physical,High,1,Low,Yes,good
60,M,148,68,Serious,5,Online,Low,1,Low,Yes,bad
29,M,149,68,Serious,6,Physical,High,1,Low,Yes,good
33,F,158,78,Serious,6,Physical,High,1,High,Yes,good
37,M,173,76,Free,2,Physical,High,1,Middle,No,bad
54,M,170,83,Serious,6,Physical,High,0,Middle,Yes,good
37,F,149,78,Serious,4,Physical,High,0,Middle,Yes,good
28,M,146,97,Serious,4,Physical,High,1,Middle,Yes,good
25,F,189,49,Serious,4,Physical,High,1,High,Yes,good
35,F,154,94,Serious,6,Physical,High,0,Middle,Yes,good
43,M,141,54,Serious,5,Physical,High,1,Low,No,bad
44,F,169,95,Serious,2,Physical,Low,0,Low,No,bad
54,F,153,53,Free,4,Online,High,1,High,No,bad
63,F,170,84,Serious,3,Physical,Low,0,Middle,No,bad
46,F,142,52,Serious,5,Physical,High,1,Low,Yes,good
34,M,142,74,Serious,5,Physical,High,0,Middle,Yes,good
31,F,173,68,Serious,2,Online,High,0,High,Yes,bad
44,F,162,55,Free,5,Physical,Low,0,High,Yes,bad
38,M,185,60,Serious,4,Physical,High,1,High,Yes,good
54,M,142,57,Serious,3,Online,Low,1,High,Yes,bad
49,F,152,92,Free,5,Physical,Low,1,High,No,bad
31,F,190,95,Serious,6,Physical,High,0,Middle,Yes,good
33,M,158,60,Serious,4,Online,High,0,High,Yes,bad
36,M,188,51,Serious,2,Physical,High,1,High,No,bad
65,F,150,91,Serious,3,Physical,High,1,Middle,Yes,good
64,M,158,98,Serious,4,Physical,Low,1,Low,No,bad
28,M,152,73,Free,6,Physical,Low,1,Middle,No,bad
38,M,183,49,Free,2,Physical,Low,1,Middle,No,bad
56,F,186,85,Serious,3,Physical,High,0,High,Yes,good
30,F,170,66,Serious,6,Physical,High,0,Low,Yes,good
51,M,146,81,Serious,5,Physical,High,1,High,Yes,good
44,M,147,97,Free,6,Physical,High,1,Low,No,bad
39,M,182,90,Serious,3,Online,High,0,Low,No,bad
41,F,173,45,Serious,2,Online,High,0,High,Yes,bad
42,M,165,83,Serious,0,Online,High,1,High,No,bad
25,F,144,97,Serious,4,Physical,High,1,Low,Yes,good
39,M,175,54,Free,2,Physical,High,1,Low,No,bad
30,M,166,58,Serious,5,Physical,High,0,Middle,Yes,good
40,M,177,92,Free,6,Physical,High,0,Low,Yes,bad
45,M,163,50,Free,0,Online,High,1,Low,No,bad
62,M,140,94,Serious,4,Physical,High,1,High,Yes,good
30,F,168,45,Serious,4,Physical,High,1,Middle,Yes,good
54,M,170,53,Serious,3,Online,Low,0,Low,Yes,bad
55,M,172,56,Serious,0,Physical,Low,1,High,Yes,bad
56,M,149,56,Free,4,Online,High,0,High,Yes,bad
45,M,188,46,Serious,5,Online,Low,0,Middle,Yes,bad
47,M,147,90,Serious,5,Physical,High,1,Low,No,bad
39,F,172,73,Serious,2,Online,Low,0,High,No,bad
44,M,172,92,Free,6,Online,Low,1,High,No,bad
29,M,146,61,Serious,5,Physical,High,0,High,Yes,good
52,F,144,50,Serious,6,Physical,High,1,Low,Yes,good
41,M,179,70,Serious,3,Online,High,0,High,No,bad
36,F,151,81,Serious,6,Physical,High,0,High,Yes,good
65,F,141,57,Serious,4,Physical,High,1,Middle,Yes,good
29,F,169,54,Serious,4,Physical,High,1,Low,Yes,good
59,M,150,64,Serious,6,Physical,High,0,Middle,Yes,good
52,F,179,76,Serious,4,Physical,High,0,Middle,Yes,good
42,M,178,83,Serious,0,Physical,Low,1,Middle,Yes,bad
33,M,151,81,Serious,6,Physical,High,0,Middle,Yes,good
43,M,170,87,Serious,6,Physical,High,1,Low,Yes,good
58,M,185,69,Free,0,Physical,Low,1,High,No,bad
50,M,157,63,Serious,4,Online,High,1,Middle,No,bad
49,F,148,57,Serious,6,Physical,High,1,Low,Yes,good
33,M,176,54,Serious,6,Physical,High,0,Middle,Yes,good
63,M,178,72,Serious,6,Physical,Low,0,Middle,No,bad
35,F,156,77,Serious,4,Physical,High,0,Low,Yes,good
32,M,150,63,Free,5,Physical,Low,1,Middle,No,bad
44,F,189,82,Serious,4,Physical,High,1,Low,Yes,good
52,M,156,73,Serious,4,Physical,High,0,Low,Yes,good
28,M,155,62,Serious,5,Physical,High,0,Low,Yes,good
45,F,165,93,Serious,4,Physical,High,1,High,Yes,good
56,F,170,66,Serious,3,Physical,High,0,Low,Yes,good
31,F,181,60,Serious,6,Physical,High,0,Middle,Yes,good
52,F,144,98,Serious,5,Physical,High,1,Low,No,bad
26,M,143,83,Serious,6,Online,Low,1,Low,No,bad
60,F,157,61,Free,4,Online,Low,0,Middle,No,bad
56,F,172,51,Serious,6,Online,High,0,High,Yes,bad
33,F,181,74,Free,5,Online,High,0,Low,Yes,bad
52,M,156,71,Serious,2,Physical,Low,1,Low,Yes,bad
47,M,178,60,Serious,3,Physical,High,1,Low,Yes,good
30,F,185,58,Serious,3,Physical,High,1,Low,Yes,good
26,F,166,99,Serious,4,Physical,High,0,Low,Yes,good
50,F,144,72,Serious,3,Online,High,0,Middle,Yes,bad
56,F,155,65,Serious,6,Physical,High,1,Middle,Yes,good
35,M,185,88,Serious,6,Physical,Low,1,Low,No,bad
34,M,141,76,Serious,6,Physical,High,1,High,Yes,good
64,F,186,74,Serious,4,Physical,High,0,Low,Yes,good
44,M,153,51,Serious,4,Physical,High,0,High,Yes,good
27,M,190,60,Free,2,Physical,High,1,Low,No,bad
25,F,163,93,Serious,4,Physical,High,0,Middle,Yes,good
42,M,161,74,Serious,5,Online,High,0,Low,No,bad
62,M,149,52,Serious,3,Physical,High,1,Middle,Yes,good
59,M,161,85,Serious,4,Physical,High,0,Low,Yes,good
31,F,170,60,Serious,6,Physical,High,1,Low,Yes,good
27,F,163,93,Free,1,Online,Low,1,High,No,bad
62,F,164,72,Free,1,Physical,Low,1,High,Yes,bad
54,M,189,89,Free,1,Online,Low,0,High,Yes,bad
29,F,184,73,Serious,1,Physical,Low,1,Middle,Yes,bad
30,M,184,65,Serious,6,Physical,High,1,Middle,Yes,good
64,M,148,73,Serious,6,Physical,High,1,High,Yes,good
36,F,157,90,Serious,4,Physical,High,1,Middle,Yes,good
46,F,175,100,Serious,4,Physical,High,0,High,Yes,good
39,M,179,83,Free,4,Online,Low,0,Middle,No,bad
39,F,169,66,Serious,6,Online,High,0,Low,Yes,bad
33,M,180,43,Serious,4,Physical,High,0,Middle,Yes,good
31,F,141,42,Serious,1,Physical,Low,1,High,No,bad
30,M,187,95,Serious,3,Online,Low,1,Low,No,bad
63,F,189,52,Serious,5,Physical,High,0,High,Yes,good
56,M,187,60,Serious,1,Online,High,1,Low,Yes,bad
45,F,158,59,Serious,5,Physical,Low,1,Middle,Yes,bad
46,F,178,79,Serious,5,Physical,Low,1,High,No,bad
25,M,180,73,Free,2,Online,High,0,Middle,Yes,bad
35,M,147,79,Free,0,Physical,High,0,Middle,No,bad
61,F,188,92,Serious,3,Online,High,1,Middle,Yes,bad
60,M,160,87,Serious,5,Physical,High,0,High,Yes,good
47,M,172,60,Free,2,Physical,Low,0,Low,No,bad
37,F,161,54,Serious,4,Physical,High,0,Low,Yes,good
51,F,151,89,Serious,4,Physical,Low,0,Middle,No,bad
26,F,145,50,Serious,3,Physical,Low,0,Middle,No,bad
45,M,161,57,Serious,1,Physical,High,1,Middle,Yes,bad
45,F,163,56,Serious,3,Physical,High,0,High,Yes,good
33,F,173,97,Serious,0,Physical,Low,1,Middle,No,bad
32,M,143,99,Serious,6,Physical,High,1,Middle,Yes,good
34,F,189,71,Serious,0,Online,High,1,Low,Yes,bad
62,M,145,76,Free,4,Physical,High,0,Low,No,bad
59,F,163,44,Free,5,Physical,High,1,Middle,Yes,bad
54,F,160,44,Serious,3,Physical,High,0,High,Yes,good
49,F,164,52,Serious,6,Physical,Low,0,High,No,bad
41,M,153,66,Serious,3,Physical,High,1,Middle,Yes,good
51,M,172,42,Serious,4,Online,High,1,Low,No,bad
28,F,152,40,Serious,4,Physical,High,1,High,Yes,good
48,M,144,66,Serious,3,Physical,High,1,Low,Yes,good
58,F,176,80,Free,2,Physical,Low,1,Middle,Yes,bad
64,F,171,55,Serious,4,Physical,High,0,Low,Yes,good
32,F,171,66,Free,6,Physical,High,1,Low,Yes,bad
65,F,144,62,Serious,6,Physical,High,1,High,Yes,good
47,M,146,52,Serious,6,Physical,High,0,High,Yes,good
46,M,189,56,Serious,4,Physical,High,1,Middle,Yes,good
64,F,158,65,Free,2,Physical,High,0,High,Yes,bad
57,F,150,98,Serious,5,Physical,High,0,Middle,Yes,good
41,F,174,90,Serious,6,Physical,High,1,High,Yes,good
35,M,155,96,Serious,3,Online,Low,1,High,Yes,bad
64,F,148,98,Serious,5,Physical,Low,1,High,No,bad
39,F,178,75,Serious,5,Online,High,1,High,Yes,bad
65,F,174,92,Free,1,Online,High,1,High,Yes,bad
28,F,153,57,Serious,3,Physical,High,1,High,Yes,good
52,M,162,66,Serious,1,Physical,Low,1,Middle,No,bad
48,F,141,61,Free,1,Online,Low,0,High,Yes,bad
60,M,153,79,Serious,4,Physical,High,0,Middle,Yes,good
46,F,174,54,Serious,5,Physical,High,0,High,Yes,good
55,F,177,69,Serious,5,Physical,High,1,Middle,Yes,good
60,F,146,48,Serious,3,Physical,High,0,Low,Yes,good
35,F,158,54,Serious,3,Physical,High,1,Middle,Yes,good
65,M,146,91,Serious,4,Physical,High,1,Middle,Yes,good
43,F,141,42,Serious,6,Physical,High,0,Low,Yes,good
54,M,152,73,Free,5,Physical,High,1,Middle,Yes,bad
61,F,140,47,Serious,0,Physical,High,1,Low,No,bad
36,F,190,97,Free,3,Physical,Low,1,Middle,Yes,bad
45,M,161,59,Serious,4,Physical,High,1,Middle,Yes,good
36,M,173,71,Serious,4,Physical,High,1,Middle,No,bad
28,F,160,49,Free,0,Online,Low,1,High,Yes,bad
64,F,180,87,Serious,6,Physical,High,1,Low,Yes,good
35,M,173,77,Free,4,Physical,Low,0,High,Yes,bad
33,M,176,97,Serious,2,Online,High,0,High,No,bad
43,F,142,99,Serious,0,Online,Low,1,Low,No,bad
50,M,146,77,Free,2,Physical,High,1,Low,No,bad
47,F,144,99,Serious,4,Physical,High,1,Low,Yes,good
54,M,168,57,Free,1,Online,High,1,Middle,Yes,bad
28,F,177,95,Serious,6,Physical,High,0,High,Yes,good
46,F,188,73,Serious,0,Physical,Low,1,Middle,No,bad
52,F,154,79,Serious,3,Physical,High,1,High,Yes,good
65,M,162,66,Free,5,Online,Low,1,Middle,Yes,bad
63,F,146,73,Free,0,Physical,High,0,Low,No,bad
29,M,176,91,Serious,3,Physical,Low,1,High,Yes,bad
27,M,153,74,Serious,6,Physical,High,0,High,Yes,good
34,M,143,91,Serious,6,Physical,High,0,Low,Yes,good
58,M,164,86,Free,6,Physical,High,1,High,Yes,bad
53,M,164,80,Free,0,Physical,High,1,Middle,Yes,bad
44,F,190,89,Serious,4,Online,High,1,Low,No,bad
63,M,172,52,Free,5,Physical,Low,0,Middle,No,bad
56,M,175,100,Serious,6,Physical,High,0,High,Yes,good
36,M,152,42,Serious,4,Physical,High,1,Middle,Yes,good
38,F,145,85,Serious,0,Online,Low,1,Low,Yes,bad
63,F,179,60,Serious,3,Physical,High,1,High,Yes,good
54,M,140,71,Serious,4,Physical,High,0,Middle,Yes,good
32,F,140,82,Serious,5,Online,High,1,High,Yes,bad
25,F,153,61,Serious,4,Physical,High,1,High,Yes,good
58,F,183,99,Serious,3,Physical,High,0,Low,Yes,good
26,M,148,81,Free,1,Online,High,1,Middle,Yes,bad
58,F,187,85,Serious,3,Physical,High,0,Middle,Yes,good
55,M,158,51,Serious,5,Physical,High,1,Low,Yes,good
37,M,164,69,Serious,6,Physical,High,1,Low,Yes,good
32,M,175,70,Serious,5,Physical,High,0,Low,Yes,good
55,M,179,82,Serious,6,Physical,High,0,High,Yes,good
58,F,167,47,Free,4,Online,Low,1,High,No,bad
39,F,171,98,Serious,5,Online,Low,0,Low,Yes,bad
63,M,178,48,Serious,4,Physical,High,1,Low,Yes,good
46,F,171,91,Serious,6,Physical,High,0,Middle,Yes,good
53,M,170,81,Serious,1,Physical,Low,0,High,No,bad
48,M,178,64,Serious,3,Physical,High,1,High,Yes,good
48,M,140,47,Serious,5,Physical,High,1,Low,Yes,good
59,F,162,64,Serious,4,Physical,Low,1,High,No,bad
41,F,144,52,Serious,4,Physical,High,1,Low,Yes,good
31,F,173,95,Serious,0,Physical,High,0,Middle,No,bad
63,M,153,67,Serious,5,Physical,High,1,High,Yes,good
60,F,153,93,Serious,6,Physical,High,0,High,Yes,good
32,F,166,51,Free,1,Online,Low,1,High,Yes,bad
62,M,160,82,Free,0,Online,High,1,High,Yes,bad
44,M,163,94,Serious,4,Physical,High,0,Low,Yes,good
63,F,184,43,Serious,3,Physical,Low,1,Low,Yes,bad
36,F,148,48,Serious,6,Physical,High,0,Low,No,bad
64,F,155,78,Serious,0,Physical,High,1,Middle,No,bad
58,F,171,76,Serious,5,Physical,High,0,Low,Yes,good
32,F,159,81,Serious,5,Physical,High,0,High,Yes,good
64,M,144,90,Free,4,Physical,High,1,High,Yes,bad
60,M,165,77,Serious,6,Physical,High,1,Middle,Yes,good
25,F,150,71,Free,5,Physical,High,1,Middle,Yes,bad
35,F,173,49,Serious,3,Physical,High,0,High,Yes,good
47,M,147,82,Serious,4,Physical,High,0,High,Yes,good
35,M,172,60,Free,5,Physical,High,0,Middle,Yes,bad
46,M,158,43,Serious,4,Physical,High,0,Low,Yes,good
58,F,140,86,Serious,0,Online,High,1,Low,Yes,bad
46,F,164,41,Serious,5,Physical,High,1,High,Yes,good
53,F,170,49,Serious,5,Physical,High,1,High,Yes,good
57,M,148,54,Serious,4,Physical,High,1,High,Yes,good
36,M,151,44,Serious,6,Online,Low,0,High,Yes,bad
55,M,183,59,Serious,3,Physical,High,1,High,Yes,good
32,M,188,40,Serious,5,Physical,High,0,Middle,Yes,good
44,M,177,69,Serious,2,Physical,Low,0,Middle,Yes,bad
33,M,152,56,Serious,3,Physical,High,0,Middle,Yes,good
63,M,174,42,Serious,3,Physical,High,0,Middle,Yes,good
53,F,152,74,Serious,6,Physical,Low,1,High,No,bad
30,F,169,64,Serious,6,Physical,High,1,Middle,Yes,good
34,M,165,91,Serious,5,Physical,High,0,Middle,Yes,good
30,F,168,62,Serious,3,Physical,High,0,Middle,Yes,good
45,M,176,65,Serious,5,Physical,Low,0,Low,Yes,bad
52,F,143,89,Serious,3,Physical,High,0,Low,Yes,good
38,M,169,61,Serious,5,Physical,High,1,Low,Yes,good
52,M,175,58,Serious,0,Online,Low,1,Middle,Yes,bad
56,M,163,70,Serious,6,Online,Low,0,High,No,bad
38,M,143,49,Free,4,Online,Low,1,Middle,Yes,bad
44,F,167,65,Serious,4,Physical,High,0,High,Yes,good
32,M,182,92,Serious,1,Physical,High,1,Middle,No,bad
62,M,183,96,Serious,5,Physical,High,0,Middle,Yes,good
59,F,180,84,Serious,4,Physical,High,1,Low,Yes,good
27,F,177,41,Serious,1,Online,Low,1,Low,Yes,bad
64,M,170,73,Serious,6,Physical,High,0,High,Yes,good
27,F,173,57,Serious,5,Physical,High,1,Middle,Yes,good
36,F,144,92,Free,1,Physical,Low,0,Low,No,bad
25,F,184,74,Free,4,Online,High,1,Middle,Yes,bad
65,M,175,51,Serious,5,Physical,High,1,High,Yes,good
61,M,183,94,Free,6,Online,High,0,Middle,Yes,bad
45,F,183,46,Serious,5,Physical,High,0,High,Yes,good
62,M,145,66,Serious,3,Physical,High,0,High,Yes,good
46,M,141,55,Serious,5,Physical,High,1,Low,Yes,good
27,M,181,40,Serious,4,Physical,High,1,High,Yes,good
59,F,141,68,Serious,3,Physical,High,1,Middle,Yes,good
38,F,142,58,Serious,3,Physical,High,0,Middle,Yes,good
48,F,162,42,Serious,3,Physical,High,0,Low,Yes,good
36,F,188,48,Free,1,Physical,High,1,Middle,Yes,bad
40,F,186,57,Serious,5,Physical,High,0,Low,Yes,good
55,F,182,79,Serious,1,Physical,High,1,High,No,bad
31,M,170,94,Serious,3,Online,High,1,Low,No,bad
50,M,176,45,Serious,6,Physical,High,0,Low,Yes,good
33,M,158,80,Serious,6,Physical,High,1,Low,Yes,good
27,F,169,89,Free,3,Online,Low,0,Middle,Yes,bad
58,M,180,91,Serious,3,Physical,High,1,High,Yes,good
34,M,189,41,Serious,5,Physical,High,1,Low,Yes,good
35,M,160,42,Serious,4,Physical,High,0,High,Yes,good
29,M,167,85,Serious,6,Physical,High,1,Middle,Yes,good
60,M,188,88,Serious,3,Physical,High,0,High,Yes,good
53,F,161,51,Free,6,Online,High,0,High,No,bad
44,F,148,45,Serious,3,Physical,High,0,High,Yes,good
26,F,175,50,Serious,5,Physical,Low,1,Middle,Yes,bad
34,M,182,57,Free,5,Online,Low,0,Middle,No,bad
37,M,176,43,Free,0,Online,High,0,High,No,bad
61,F,178,82,Serious,3,Online,High,1,Low,No,bad
31,F,172,49,Serious,0,Online,High,1,Middle,No,bad
50,F,149,75,Free,0,Online,High,1,Low,No,bad
33,M,156,52,Serious,4,Physical,High,0,High,Yes,good
59,M,164,86,Free,5,Physical,Low,0,Low,No,bad
48,F,186,62,Serious,6,Physical,Low,1,Low,Yes,bad
57,M,176,80,Serious,2,Online,High,0,Middle,Yes,bad
31,M,154,78,Serious,6,Physical,High,0,Low,Yes,good
32,F,165,68,Serious,4,Physical,High,1,High,Yes,good
27,F,146,64,Serious,3,Physical,High,1,Middle,Yes,good
42,F,188,85,Serious,6,Physical,High,0,High,Yes,good
57,M,147,52,Serious,6,Physical,Low,0,High,Yes,bad
38,M,171,93,Serious,4,Online,Low,0,High,No,bad
43,M,174,59,Serious,2,Physical,Low,1,Middle,No,bad
38,F,152,83,Serious,6,Physical,High,0,Low,Yes,good
51,M,141,99,Free,0,Physical,High,1,Middle,No,bad
54,F,174,49,Serious,6,Physical,High,0,High,Yes,good
40,F,144,58,Free,5,Physical,High,1,Middle,No,bad
57,M,153,84,Serious,4,Physical,High,0,High,Yes,good
63,M,147,85,Serious,5,Online,Low,1,Middle,Yes,bad
39,M,187,53,Serious,4,Physical,Low,0,High,Yes,bad
63,M,170,75,Serious,4,Physical,High,1,High,Yes,good
65,M,171,69,Free,3,Online,High,0,Low,Yes,bad
42,M,166,51,Serious,4,Physical,High,0,High,Yes,good
35,F,140,54,Free,6,Physical,Low,1,High,No,bad
40,M,158,43,Serious,5,Physical,High,0,High,Yes,good
47,M,150,42,Serious,2,Online,Low,0,High,No,bad
27,M,183,82,Free,1,Online,Low,0,High,No,bad
64,M,158,42,Serious,3,Physical,High,1,High,Yes,good
58,F,170,97,Serious,3,Physical,High,0,Middle,Yes,good
27,F,148,88,Serious,1,Online,Low,1,Low,Yes,bad
59,F,172,97,Serious,6,Physical,High,0,Middle,Yes,good
30,M,186,88,Serious,6,Physical,High,0,Middle,Yes,good
36,F,185,97,Serious,0,Online,Low,1,High,No,bad
54,M,154,76,Serious,6,Online,High,0,Low,No,bad
28,M,160,87,Serious,6,Physical,High,0,Middle,Yes,good
41,M,188,92,Serious,6,Physical,High,1,High,Yes,good
61,M,173,61,Serious,6,Physical,High,0,Low,Yes,good
40,M,150,49,Serious,3,Online,High,1,Middle,Yes,bad
25,F,154,69,Free,3,Online,Low,0,High,No,bad
30,F,188,49,Free,4,Physical,High,1,Low,Yes,bad
53,M,168,58,Serious,6,Online,Low,0,High,No,bad
27,M,140,99,Serious,3,Physical,High,1,Low,Yes,good
27,M,184,67,Serious,5,Physical,High,0,High,Yes,good
52,M,189,49,Serious,4,Online,High,1,Low,Yes,bad
65,M,190,81,Serious,5,Physical,High,0,High,Yes,good
31,M,140,93,Serious,6,Physical,High,0,Middle,Yes,good
54,F,152,53,Serious,1,Online,Low,0,High,No,bad
31,M,152,72,Serious,6,Physical,High,1,High,Yes,good
48,M,153,93,Serious,3,Physical,High,1,Low,Yes,good
34,F,181,96,Free,3,Physical,High,0,Low,No,bad
33,F,187,72,Serious,4,Physical,High,0,Middle,Yes,good
61,F,151,71,Serious,6,Physical,High,1,Low,Yes,good
44,M,144,69,Free,4,Online,High,1,Middle,Yes,bad
41,F,189,71,Serious,4,Physical,High,0,Low,Yes,good
37,F,188,73,Serious,4,Physical,High,1,Low,Yes,good
45,M,160,43,Serious,6,Physical,High,1,Low,Yes,good
30,F,150,87,Serious,2,Online,High,0,High,No,bad
63,M,172,78,Free,5,Physical,Low,1,Low,Yes,bad
50,F,150,58,Serious,1,Online,High,1,Middle,Yes,bad
63,M,187,71,Serious,5,Physical,High,0,High,Yes,good
27,M,189,71,Free,1,Physical,Low,0,High,No,bad
50,M,174,56,Free,4,Physical,Low,1,Middle,Yes,bad
54,M,147,93,Serious,4,Physical,High,0,High,Yes,good
53,F,160,94,Serious,0,Physical,High,0,Low,Yes,bad
51,F,185,47,Serious,3,Physical,High,1,Middle,Yes,good
43,F,179,60,Serious,3,Physical,High,0,High,Yes,good
48,F,158,87,Free,6,Online,Low,1,Low,No,bad
34,F,150,82,Serious,4,Physical,High,1,Middle,Yes,good
27,M,141,74,Serious,5,Physical,High,1,Low,Yes,good
36,F,175,64,Serious,4,Physical,Low,0,Middle,Yes,bad
49,M,189,72,Serious,6,Online,Low,0,Low,No,bad
33,M,157,44,Free,1,Physical,Low,0,High,No,bad
60,F,154,45,Serious,3,Physical,High,1,Middle,Yes,good
61,F,181,78,Serious,4,Physical,High,1,Middle,Yes,good
35,M,169,100,Serious,5,Physical,High,1,High,Yes,good
25,M,174,93,Free,5,Physical,Low,1,Middle,No,bad
55,F,184,90,Serious,3,Physical,High,1,Low,Yes,good
59,M,178,76,Free,0,Online,High,1,Low,Yes,bad
26,M,181,68,Free,0,Physical,Low,0,Middle,Yes,bad
54,M,187,49,Serious,5,Physical,High,0,High,Yes,good
